"GSM279601_MIX_A.CEL" "GSM279602_MIX_A.CEL" "GSM279603_MIX_A.CEL" "GSM279604_MIX_B.CEL" "GSM279605_MIX_B.CEL" "GSM279606_MIX_B.CEL" "GSM279607_MIX_C.CEL" "GSM279608_MIX_C.CEL" "GSM279609_MIX_C.CEL" "GSM279610_MIX_D.CEL" "GSM279611_MIX_D.CEL" "GSM279612_MIX_D.CEL"
"C2" 4.69465294865826 4.47493016167302 4.68310532156191 4.83753337339659 4.15794763930623 4.48955090878957 4.58301159308532 4.69023801004139 4.4253521536395 4.5471541214482 4.61460720516257 4.78821198888074
"DPYD" 6.42231760711405 6.18099034612428 6.32656202612542 6.31582597964277 6.44410962791582 6.38229937946365 6.37891304557515 6.29672663420394 6.39288525046906 6.27304772722611 6.4111404995001 6.48907080648715
"FAM13C" 3.82384446498327 3.79019804592058 3.60941084187547 3.56712688870193 3.71572633585902 3.79832753885114 3.73137837993715 3.47946384981611 3.59746943233299 3.83434576909197 3.59609156036906 3.67571562280744
"APBB1IP" 5.20381827870451 5.29946230674443 5.10993278029823 5.14200510557552 5.42414010644776 5.43551818042611 5.10746033493696 5.17504894060554 5.19157486430418 5.60756207181487 5.27304837378226 5.48453069192547
"ARHGAP27" 4.79311391438057 5.04664118034943 4.64845064567586 4.49791404337912 4.50107699780677 4.42512333424895 4.44412497664939 4.16122571870148 4.39971516486535 4.18776530015768 4.42022109243969 4.26360627167922
"LMNA" 8.65257139742024 8.6432717139828 8.49753549565792 7.98256146809639 7.91681047096937 7.91432383954194 8.85537409242429 8.75980953421865 8.70933271962241 8.52094337727829 8.78866476520059 8.50090337738344
"PTBP2" 6.13434290067017 6.32388816148899 6.17502549908104 5.72446727604774 5.73494503676014 5.69743030908782 5.80922980377946 5.6514080098547 5.92431479869656 5.48341489042637 5.93712716543323 5.66304779714158
"SERPINB8" 7.57482223651959 7.68374636574988 7.75222962520495 7.32629675531501 8.09698833014559 7.80728612974874 7.6227874093827 7.63802061139675 8.07904654552709 7.93685821248441 7.44807447959101 7.99625204224479
"MAST4" 5.14442921263809 5.22661329993794 5.1467487554681 5.30807122204122 5.29201766756779 5.18935110853654 5.26270088990711 5.08951399558507 5.34782232677594 5.10990272172563 5.54689049677379 5.58294849576481
"METTL8" 8.32705962056309 8.30350397439978 8.1648333867708 8.62770064547188 8.34396964993455 8.45244249767757 8.71089774850731 8.78583916151777 8.72302346509027 8.4592515071904 8.76746222799289 8.46342634211624
"SRGN" 5.78110317930359 6.04435102634124 5.5793077442812 5.47321612900159 5.07874025451578 5.27699118863816 5.92236856972134 5.77816605694093 5.74853689642738 5.55641888072891 5.96140655942587 5.41507833492956
"LAPTM4B" 9.46119938495088 9.55911407013535 9.27860698789772 8.31470732211853 7.98578823843586 8.15061389288466 8.17684237113378 8.29664216169345 8.18318000985504 8.36711161827316 8.51261817770542 8.21803740569996
"ADAMTS9" 3.94211331665054 4.00443863907157 3.93603752381109 3.93224702739762 4.03754238607774 4.01547148966469 3.96746183918185 4.01639634228963 4.26150837841386 3.89670381361847 3.97305297485881 3.94116071682612
"KCNMB1" 4.2170356096628 4.31206596154779 4.25590260383335 4.15989218753177 4.32318440298273 4.40485023050477 4.30733963221442 4.2197681847763 4.68498860218388 4.40601037198054 4.36445948708333 4.53448782321877
"TRPM3" 4.36912720361612 4.31024561277362 4.59570886419185 4.33493621443176 4.59624603598624 4.58327027024538 4.37675138237232 4.21891200161176 4.42312440066123 4.2547815289374 4.38352032826887 4.465287454733
"ARHGAP29" 5.01300795268068 4.9934966063389 4.89344577884402 5.11505840528185 5.14684773579515 4.96706014985391 4.96292338901299 4.98488969207355 5.09921376212386 4.8950967763079 4.92178178352525 5.04613238774371
"RALGPS1" 5.14021430150137 5.06454304630232 5.20574248240584 5.28737072326135 5.05683662190908 5.08551324295602 5.06186252171848 5.0932319055814 4.98362588758568 4.91382214749587 4.92026700681145 5.07122681042853
"PHLDB2" 3.16723442661826 3.09270123863702 3.119203341066 3.18820116290698 3.18131540787457 3.16351982403595 3.09620982133921 2.91277745254815 3.02112076044356 3.06265291516463 3.09065371053444 3.13684558030125
"CNTN1" 3.69349844050134 3.85695779481486 3.86148105327202 3.66931857131069 3.99257597731054 3.73563005539863 3.70660587752353 3.81647286172856 3.78431469608963 3.7730681917279 3.73197645031673 3.74687278390417
"CASS4" 3.61272709300916 3.59387675259195 3.65290344609308 3.53019471588256 3.7182812452793 3.82332265034759 3.60360863393818 3.66794721052394 3.74269037263893 3.73155979914046 3.46324611439193 3.71705022083819
"FBLIM1" 4.56449108523867 4.62619427187277 4.66186083539713 4.66738132337352 4.90020668450629 4.57881832205774 4.70011740349927 4.75823973734067 4.76018460907628 4.79006725169045 4.50835801651008 4.71064432219222
"SYT16" 3.40728554588726 3.36864237217985 3.36044489247804 3.35297777750807 3.59537077714956 3.33504432042641 3.29913214012805 3.37586299156693 3.52765978939704 3.37315128110294 3.19285062805569 3.6293012105856
"ADCY7" 7.28533296817287 7.40829089385425 7.26964490964627 7.33848179331511 7.22139458893631 7.36078001074465 7.42098492911093 7.43566877044801 7.53936931744911 7.16616648747842 7.40879187104419 7.33601620394094
"STEAP3" 5.41946080440863 5.36164684917656 5.18942558390357 5.45360044677645 5.13656342352536 4.85290140368055 5.63679860347932 5.97463468252183 5.73281808601138 5.2557219663076 5.77405496464509 5.46628184892019
"MCTP2" 5.49200163293445 5.56496563662171 5.89084722681777 5.26495500914754 5.70755829349979 5.59734083316964 5.37473397064348 5.38893606127378 5.62172141563494 6.12215043387582 5.14867776717607 5.80496478693593
"RASSF5" 8.90294054911042 8.89466966947129 8.88647599949692 8.85273704584004 8.80454701715388 8.6841633425452 8.81861363293371 8.79182588393473 8.95533054600782 8.65158926507745 8.75461832213854 8.71808380921766
"B3GNT5" 6.1187836797897 6.12089687387466 6.06739951408387 5.89262273772129 5.906149366077 5.71401514298475 6.04323827379387 5.89215104471946 5.95453174148162 5.88191694512418 6.17447360293408 5.9054850535312
"PTPN7" 5.88588875200833 5.83664113801829 5.91501738721047 5.78762022937695 5.67581667432147 5.81118895001756 5.83688804796147 6.07342413747215 5.85718895453017 5.93150110250187 6.04476344880338 5.87901706533769
"CMAHP" 3.47707332890853 3.35973930444946 3.43398297686045 3.38556191937338 3.52952138812564 3.35267911025817 3.48590349469384 3.19149423825264 3.33156994059994 3.99077891770954 3.14109311460121 3.47086342179326
"PRR16" 4.89062708263645 5.14843982980809 5.1938558939598 5.22236260014999 5.38787400538892 5.16856465164623 5.21295679982169 5.18728773282152 5.25291792219229 5.07718141911956 5.21799512910295 5.35393777079428
"MITF" 3.44246288137696 3.4084877674582 3.48100138552785 3.50038997125609 3.6101937951967 3.46962287057651 3.53192755184325 3.69122531903555 3.50936554151037 3.22397394163091 3.49437105297779 3.5299611748815
"FCER1G" 9.38297351124201 9.34611670537738 9.14457712747458 8.6050056477141 8.28918171396814 8.49315730237598 9.19504837614663 9.20190897730461 9.12576836596073 9.18979150121099 9.45368180205618 9.28359701855481
"FRMD8" 7.53074402101452 7.42009662249628 7.61470245271695 7.56367672446421 7.58967291941124 7.57558582665435 7.55526941729651 7.60241207230601 7.73608359803064 7.53181675095334 7.45865702185929 7.65622426114324
"FILIP1L" 4.8349801576739 4.86999088723665 4.91923137726948 4.67125756945509 5.2120848675888 5.02434989571499 5.02006042891672 4.81853015171828 5.13224171334203 4.8071886409872 4.87131899019922 5.15307223456307
"PTGS2" 4.04174165092107 3.98735441600992 3.97272673147499 3.91360034254674 4.12158773203882 4.07283907407825 3.96360596199072 4.09054970334482 4.21912807967225 4.135627247086 4.04883100514522 4.31904090590317
"IL16" 6.9375145301186 7.05962689219699 7.05591071084329 7.20632705737338 6.93620351434739 7.13910543923917 7.16773754776905 7.11947619691039 7.11986982753152 7.09777639373072 7.23035428304093 7.06665474344795
"CDHR1" 4.91693670313467 4.72267848797742 5.06050175326818 4.90673316314907 5.00345962183936 4.92118472803036 4.84769739680554 4.93840661883601 5.15101645068468 5.22983107183713 5.20525470330436 5.32366157452948
"ADAM22" 3.18920561962342 3.33841054192749 3.22377014033282 3.18353413300401 3.3775763771797 3.38281127631178 3.4053700336099 3.29772354657589 3.52708699618484 3.9080522028249 3.35340108429786 3.54337472287914
"TMEM26" 3.4497575616656 3.63732857445354 3.64094514104833 3.49031715393835 3.50814550404843 3.4550621507648 3.63962987548223 3.39352775998436 3.70878504136204 3.54177128959219 3.26504435099309 3.73875534122821
"P4HA2" 3.90533581399318 3.86126148610374 3.85330473613831 3.93511959374833 3.72931837521308 3.86957008989336 3.83864649986179 3.74877089280638 4.0121268594423 3.74999001773836 3.89824130790443 3.68360662587173
"NAGA" 10.0834963274648 10.1060032157455 10.092301142896 9.66401224891621 9.54490297230799 9.5821525339695 10.1718512373769 10.1439428500018 10.1611967850922 10.0996594721381 10.1775670209775 10.1489734135185
"CCNG2" 5.70714943135686 5.86415831578181 5.95319665172604 5.59154840938399 6.00081412981788 5.89960945840375 5.9054850535312 5.97173187693885 6.06743127309902 6.12324228391897 5.71801922659853 6.07751051023288
"ARHGAP25" 6.40145647198285 6.48121334730786 6.53144668944869 6.34070128314371 6.5570033249795 6.62857450216196 6.54646190084421 6.38357403765609 6.56080644399593 6.33576567771587 6.46312644372049 6.53143262295357
"PPM1F" 4.76970997225835 5.07576180144204 5.15029196436226 4.89464378493238 5.05872220887196 4.88118677008687 5.16287386804993 4.76627865505503 4.94574164623103 4.59642074620781 5.08581204161522 4.9354108007761
"SLC11A1" 3.30288557548969 3.33403713216553 3.3354270046459 3.37041050964698 3.30388888801393 3.3936298974231 3.51858273397097 3.36782278156015 3.41630424624727 3.36469848036811 3.64221479964315 3.53253002289316
"NAMPT" 7.63278715924528 7.61958255956294 7.40498450287663 8.24098057789872 7.83983431631235 7.95225264970094 7.90231312736527 7.98860909504517 7.90809580139942 7.52473516207542 7.88324634507717 7.41993223079496
"PRKAA1" 3.59384093759878 3.51017901990523 3.73427027894552 3.58828292652075 3.60931657702316 3.61150231429686 3.53004861566824 3.55430466123348 3.61051788663472 3.59795759997891 3.37633950283545 3.59350186098042
"C1S" 4.22620664735938 4.39921785343074 4.14619804042135 4.55549181304082 3.99028007761283 4.38821694527016 4.17007627744901 4.13135287447355 4.51453674450468 4.47879249386332 4.33832033743417 4.58496836642002
"ANO1" 6.58846914566852 6.58840507782708 6.59172686295639 6.74224531863441 6.7744068945773 6.76815639410324 6.69491006309349 6.64529554151741 6.57853616145446 6.92972062649335 6.67681401678439 6.87848250518027
"KLHL6" 5.3629997834248 5.37419492798154 5.52422699373687 5.63327865885302 5.5986059520239 5.56812775627848 5.15671434570293 5.10020259764811 5.55699472574717 5.34771358245719 5.39161996129859 5.4165994850019
"STAB1" 5.16908872339757 5.22902435026065 5.05296840420518 5.19107952215583 5.30151880729001 5.31932041354936 5.19189763823358 5.20856888755473 5.10999235676074 5.33308648808213 5.19049840724277 5.27634157209769
"PTK7" 3.89893568931638 3.9063119428903 3.85754417509402 3.66441281321204 3.77239660813698 3.76321350728779 3.8801211305926 3.89375222319643 4.01324444780718 3.59706928366621 3.8060795781317 3.880494459475
"ADAM9" 7.06873701988997 7.1335175279117 6.85643256406103 7.22226757186669 7.19723774370223 7.06127136584061 6.97453202668522 6.92127754671256 6.89527811082179 6.91358725428654 7.15793646087193 6.88120644300452
"RAP1A" 4.84407409218436 4.96970077262042 5.03177392951874 4.93827167869247 5.16187282203665 5.1460654934977 4.87886316579108 4.85201844029315 4.93000202480286 5.0799725879473 5.17358187192551 4.99498693150304
"ITGB2" 10.4657678915709 10.2886940307842 10.3360190133272 10.0735473514061 9.97489092292514 9.87407244896924 10.2757334504801 10.3910748374596 10.2718696668167 10.1423836613094 10.3754240843822 9.99112238631758
"GRIK2" 3.08913976686798 2.98160053398944 3.27896704112996 2.98405710166721 3.08475549838432 3.02464139728913 3.12432700993937 3.06326809141698 3.08564512645057 3.12405982021104 2.99826770572539 3.18604794494367
"ADAMTS4" 5.90579721565304 6.1118314098459 6.15643926851011 6.05128441220532 6.00249368977486 6.06838646487067 6.22695553082446 6.04958223246647 6.07368263680879 6.11482040951531 6.07127291706476 6.24889112739604
"B4GALNT1" 5.80560523164886 5.76797120154295 6.24140892547217 5.58294849576481 5.80385109842512 5.77157574817479 5.95403036443306 5.65435670376509 5.83562506782555 5.68919038467484 5.67672448631628 6.04621908845238
"FGD3" 5.9756307628469 6.00834361612564 6.00508571895871 5.91378274817354 5.77355333281373 5.71466510665963 5.81112873236241 5.92835912870824 5.80957126619058 5.73781336508958 5.98379540823046 5.54302169533806
"ALOX15B" 5.16409648386249 4.78711228611478 4.80992548225277 5.1323882097919 4.91854817405728 5.02681643443629 4.75976318859616 4.90511422108781 5.055959112109 4.90778931459686 4.8934050713403 4.77440936618944
"ASAH1" 8.8739639460867 8.91864416631424 8.84103338867997 8.98130118556852 8.76248338773414 8.75557940271828 8.5775325816991 8.69578793839813 8.72525778364271 8.81600199022601 8.91936942868407 8.74096145338819
"SLC39A14" 4.77308933691507 4.66202264903681 4.64461500336173 4.35163110725681 4.26135300877075 4.45786190857855 4.78540815093365 4.54104338060458 4.60819908819588 4.64617950805725 4.58655296287756 4.62081520906172
"LITAF" 3.67676084902783 3.73574249478299 3.72010608482737 4.06225676616474 3.72434675684248 4.00686599448272 3.90673377047561 3.9036895565755 3.99590702393002 3.86767021483592 3.93697512257494 3.79554833560697
"IFIH1" 4.42993753896102 4.26745399165423 4.49288965514457 4.7044048454676 4.66976527519791 4.65963804074572 4.7053626846831 4.78862360289072 4.89019091797857 4.26639893196757 4.57404181525772 4.86468389257118
"NRP2" 6.34994251458141 6.4123798128614 6.40029860010424 6.34743555743091 6.55918612690948 6.55540376229605 6.40268279807725 6.49973947456391 6.4848265000647 6.71514782178544 6.46838507938026 6.67591339735465
"CLASP2" 7.22785378703362 7.14637611587664 7.33859742206366 7.11427852108299 7.24798727761775 7.14383256444754 7.0990331111462 7.16539269046702 7.18978481086931 7.06909566391655 7.17526185044815 7.01339353819409
"C19orf66" 6.5218125625954 6.63675269121014 6.51682990726797 6.56583801997161 6.67598174936222 6.64570407510439 6.59477581304241 6.50528086580237 6.52246606305791 6.21590808302157 6.58523400455385 6.4075210404277
"IFNLR1" 7.46802177062295 7.46302786615073 7.49690269327223 7.6252566472828 7.78057916781872 7.72658225993902 7.71830812650264 7.664463188023 7.65015076526686 7.5828620970406 7.73058281983662 7.64453144273658
"SLC2A4RG" 7.57326790486638 7.64622328531915 7.45825027450994 7.25662787677592 6.92006931374182 6.95428969228721 7.36927807893918 7.49619288900182 7.22792444619904 7.57380475509351 7.79684274941127 7.43675046615563
"SLC25A41" 5.10025982578952 5.19061237237882 5.5464946448541 5.50361513016324 5.06509021734634 5.59037655332833 5.16431982390645 5.38848369348403 5.2682926917248 5.49023741142151 5.54447970905842 5.50704997988062
"COL9A1" 3.49562598298881 3.46494478609544 3.5298631570324 3.43286016425838 3.79104383589098 3.5996082478688 3.51928194784623 3.54409998623068 3.71227494854974 3.61506931060041 3.46346364537178 3.49093938046021
"ANTXR2" 5.86209118838153 5.70131311691292 5.77195261261231 5.6739497879407 5.56322409584354 5.70673867058454 5.73637378103796 5.59364579653057 5.78922791547026 5.65570026496401 5.70075193400693 5.73991122251427
"SDS" 4.86168128982538 5.02627573891613 4.97538475148815 4.83209648520116 5.01193826075089 4.98216144487854 5.01413692985199 4.72577812299559 5.12136754799599 5.13225801453407 5.0607656323536 5.14353642380619
"POFUT2" 7.227698783419 7.19439029777799 7.33884734974655 7.24299942571306 7.45086587807456 7.29746417657022 7.2825233121284 7.2506403690566 7.22058252368437 7.26537119918228 7.20907817046113 7.2946953096545
"TNK2" 4.50375295827531 4.51422883424722 4.52966120450417 4.53556411194891 4.55707249053613 4.53251531166167 4.51497040236971 4.5232021345853 4.36320357050168 4.27683474291597 4.7451922198448 4.64239053424959
"USP25" 3.19304065216805 3.11255022012938 3.08615228664047 3.33547409798946 3.08592454911998 3.40770469845545 3.16097128741568 3.38556191937338 3.11218164666959 3.12518159534621 3.14052872662229 3.28168003882
"CFI" 3.33024743499592 3.48755267659444 3.75002281258496 3.66609426920852 3.52334221555036 3.44478220852631 3.54713339631988 3.53072967818394 3.56693385473341 3.33974111302591 3.64400417877839 3.46716365424117
"KDELR1" 10.7952161521247 10.7948055172028 10.7792864738459 10.7390138549201 10.6675022500474 10.7553811942685 10.7883059260663 10.7486837234549 10.7429689273802 10.7107707037182 10.8315238968058 10.7154036852392
"MBNL1" 9.23982088908257 9.34070082360857 8.9955077231224 9.11453852472984 8.85611513667689 8.99776167697745 8.88538219683613 8.93089731210088 9.06684203136754 8.61319023846436 8.92305597246761 8.9510771561834
"ELAVL3" 4.45078317918703 4.65922000901499 4.51972149219109 4.64090821372345 4.56153226017547 4.54108045618907 4.59471317686637 4.66714970955546 4.55360054278905 5.02885566648412 4.82755920400923 4.6178796659279
"GDPD1" 6.58362985891773 6.3850509561202 6.58592729163731 6.16342226155809 6.57805592243405 6.37018125650502 6.22308104921234 6.3237570361977 6.53550970363674 6.15680959085558 5.94281111830307 6.66012277684334
"PIK3IP1" 5.86524274873834 5.84692683273853 5.95540909993151 6.02829284405796 6.03302819615196 6.14586442873185 5.85250452585024 5.88854822762174 6.11345014402558 5.98751970247632 5.76590315997531 6.00021354933689
"LILRA5" 5.92144765235642 5.9644991252352 5.93092236691105 6.22948950703368 6.03174667246348 6.06611389561076 5.93053998221061 6.13811994040756 5.93964730581187 5.97113134681588 5.92554921316226 6.06986172762227
"SAMSN1" 7.83563495410741 7.75362395617283 7.78938524153027 8.518527969602 8.33264323460888 8.25014765330127 8.29759518113782 8.34945403506624 8.33468030905278 7.83358660594246 7.9761155249783 7.86410932465013
"TREML1" 6.39816298382631 6.347285927687 6.30589926928751 6.18308033424202 6.16766045242872 6.1510301777757 6.39616268873141 6.42773683448847 6.45728491211457 6.25128731974935 6.50873760363262 6.22589611771782
"GSX1" 4.71325558100983 4.73248513156521 4.81468699733322 4.73880020479243 4.80948731161925 4.65547825216864 4.74214347364196 4.73538930949465 4.75464961552754 4.82470682352592 4.74303826050587 4.76357154683448
"KCNIP3" 5.3537030742569 5.38901176361346 5.67157251600134 5.64828758377967 5.58394418131517 5.56363487891936 5.58849220396112 5.58170627203638 5.57593135879362 5.52305446797179 5.65490528621199 5.76534778506885
"CMTM3" 6.02261985046842 6.01782328356394 5.93713284799825 6.3625942087603 5.79412269213083 6.06948676828061 6.01198112386889 6.13196137775194 6.01198112386889 5.81407318000573 6.16378830637411 5.85367802200897
